Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",1993,1993,tonnes,43380,A,Chiffre officiel,419174,2000,160061,"0,381848587937229"
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",1997,1997,tonnes,30291,A,Chiffre officiel,410356,2004,191041,"0,46554942537699"
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",2000,2000,tonnes,26917,A,Chiffre officiel,432068,2006,212978,"0,492927039262338"
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",2004,2004,tonnes,26857,A,Chiffre officiel,476308,2008,262703,"0,551540179883605"
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",2006,2006,tonnes,26871,A,Chiffre officiel,483128,2010,266744,"0,552118693182759"
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",2008,2008,tonnes,24658,A,Chiffre officiel,494136,2012,208486,"0,421920281056227"
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",2010,2010,tonnes,20362,A,Chiffre officiel,509179,2014,217002,"0,426180184178845"
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",2012,2012,tonnes,16913,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21118.01,"Viande, cheval, fraîche ou réfrigérée",2014,2014,tonnes,13822.2,A,Chiffre officiel,,,,
,,,France,,Importations - Quantité,,"Viande, porc, fraîche ou réfrigérée",1965,1965,tonnes,25903,A,Complétée,,,,
,,,France,,Importations - Quantité,,"Viande, porc, fraîche ou réfrigérée",1970,1970,tonnes,54059,A,Complétée,,,,
,,,France,,Importations - Quantité,,"Viande, porc, fraîche ou réfrigérée",1974,1974,tonnes,56254,A,Complétée,,,,
,,,France,,Importations - Quantité,,"Viande, porc, fraîche ou réfrigérée",1978,1978,tonnes,66320,A,Complétée,,,,
,,,France,,Importations - Quantité,,"Viande, porc, fraîche ou réfrigérée",1981,1981,tonnes,73021,A,Complétée,,,,
,,,France,,Importations - Quantité,,"Viande, porc, fraîche ou réfrigérée",1985,1985,tonnes,95336,A,Complétée,,,,
,,,France,,Importations - Quantité,,"Viande, porc, fraîche ou réfrigérée",1989,1989,tonnes,98370,A,Complétée,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",1993,1993,tonnes,102876,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",1997,1997,tonnes,126378,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",2000,2000,tonnes,160061,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",2004,2004,tonnes,191041,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",2006,2006,tonnes,212978,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",2008,2008,tonnes,262703,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",2010,2010,tonnes,266744,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",2012,2012,tonnes,208486,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21113.02,"Viande, porc, fraîche ou réfrigérée",2014,2014,tonnes,217002.12,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1965,1965,tonnes,284,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1970,1970,tonnes,1363,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1974,1974,tonnes,2075,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1978,1978,tonnes,11874,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1981,1981,tonnes,12944,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1985,1985,tonnes,21681,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1989,1989,tonnes,34914,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1993,1993,tonnes,49102,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",1997,1997,tonnes,87577,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",2000,2000,tonnes,124247,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",2004,2004,tonnes,158375,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",2006,2006,tonnes,182033,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",2008,2008,tonnes,230153,X,Ciffre de sources internationales,Données estimées en utilisant les données des pays partenaires,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",2010,2010,tonnes,292493,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",2012,2012,tonnes,317419,A,Chiffre officiel,,,,
TCL,Cultures et produits animaux,250,France,5610,Importations - Quantité,21121,"Viande, poulet, fraîche ou réfrigérée",2014,2014,tonnes,322406.02,A,Chiffre officiel,,,,
